id,area,pagina,carpeta_origen,titulo,descripcion,tipo,archivo_origen,estado,prioridad,es_duplicado,duplicado_de
1,Ana María Romero Sandoval,Misión / Visión / PEI,1 - ANA MARÍA ROMERO SANDOVAL,"La misión y la visión deben consignarse exactamente como figuran en el PEI y el POI, sin modificacio…","La misión y la visión deben consignarse exactamente como figuran en el PEI y el POI, sin modificaciones, ampliaciones ni reducciones en su contenido, ya que cualquier variación constituye una observación durante los procesos de supervisión de SUNEDU.",observación,1 - ANA MARÍA ROMERO SANDOVAL/OBSERVACIONES PÁG WEB PRUEBA.docx,pendiente,media,False,
2,Ana María Romero Sandoval,Carrera / Programa académico,1 - ANA MARÍA ROMERO SANDOVAL,"Eliminar la expresión “PRÓXIMAMENTE”, debido a que la modalidad actualmente ofertada y vigente en su…","Eliminar la expresión “PRÓXIMAMENTE”, debido a que la modalidad actualmente ofertada y vigente en su mayoría es la modalidad a distancia. Asimismo, la denominación correcta de la modalidad es “A Distancia”.",observación,1 - ANA MARÍA ROMERO SANDOVAL/OBSERVACIONES PÁG WEB PRUEBA.docx,pendiente,media,False,
3,Ana María Romero Sandoval,Posgrado,1 - ANA MARÍA ROMERO SANDOVAL,"Actualizar la clasificación de la oferta académica a: Pregrado, Segunda Especialidad, Posgrado – Mae…","Actualizar la clasificación de la oferta académica a: Pregrado, Segunda Especialidad, Posgrado – Maestrías y Posgrado – Doctorados. Asimismo, eliminar la palabra “Salud”, por no corresponder a la clasificación institucional de los programas académicos.",observación,1 - ANA MARÍA ROMERO SANDOVAL/OBSERVACIONES PÁG WEB PRUEBA.docx,pendiente,media,False,
4,Ana María Romero Sandoval,General,1 - ANA MARÍA ROMERO SANDOVAL,"Corregir el texto correspondiente a la pregunta, a fin de garantizar su claridad, coherencia y adecu…","Corregir el texto correspondiente a la pregunta, a fin de garantizar su claridad, coherencia y adecuada redacción.",observación,1 - ANA MARÍA ROMERO SANDOVAL/OBSERVACIONES PÁG WEB PRUEBA.docx,pendiente,media,False,
5,Ana María Romero Sandoval,General,1 - ANA MARÍA ROMERO SANDOVAL,Corregir la dirección; la denominación correcta es “Lote Resultante 1A”.,Corregir la dirección; la denominación correcta es “Lote Resultante 1A”.,observación,1 - ANA MARÍA ROMERO SANDOVAL/OBSERVACIONES PÁG WEB PRUEBA.docx,pendiente,media,False,
6,Ana María Romero Sandoval,Menú / Navegación,1 - ANA MARÍA ROMERO SANDOVAL,"Al hacer clic en el botón “Saber más”, el enlace dirige a la página de YouTube. Se recomienda que re…","Al hacer clic en el botón “Saber más”, el enlace dirige a la página de YouTube. Se recomienda que redirija al canal oficial de YouTube de la Universidad, a fin de garantizar la difusión de contenido institucional. 7553325-1778000 No se despliegan las opciones del menú de navegación. Estas solo son visibles al reducir el nivel de zoom de la página.. Mostrar todas las modalidades registradas del programa y corregir la denominación de la modalidad a “A Distancia”, en reemplazo de “Virtual”, por ser la nomenclatura oficial. Existe una inconsistencia entre la modalidad consignada en la pregunta y la mostrada en el resumen de cierre. Unificar la información, ya que en la primera figura “A Distancia” y en la segunda “Presencial”. Se recomienda no consignar las fechas de admisión de cada programa, ya que la fecha oficial de admisión es la establecida en el Calendario Académico Institucional y puede estar sujeta a modificaciones. Asimismo, verificar y unificar la información correspondiente a las modalidades de todos los programas, utilizando la denominación oficial autorizada para cada una de ellas.",observación,1 - ANA MARÍA ROMERO SANDOVAL/OBSERVACIONES PÁG WEB PRUEBA.docx,pendiente,media,False,
7,Ana María Romero Sandoval,Carrera / Programa académico,1 - ANA MARÍA ROMERO SANDOVAL,"Corregir la información correspondiente a “PUEDE”, ya que hace referencia a un horario y no a una cl…","Corregir la información correspondiente a “PUEDE”, ya que hace referencia a un horario y no a una clasificación de programas. Asimismo, las carreras ofertadas corresponden a las mismas de Pregrado Regular.",observación,1 - ANA MARÍA ROMERO SANDOVAL/OBSERVACIONES PÁG WEB PRUEBA.docx,pendiente,media,False,
8,Ana María Romero Sandoval,Carrera / Programa académico,1 - ANA MARÍA ROMERO SANDOVAL,"Incorporar un apartado independiente para “Segunda Especialidad”, ya que constituye un nivel académi…","Incorporar un apartado independiente para “Segunda Especialidad”, ya que constituye un nivel académico distinto y no forma parte de los programas de Pregrado.",observación,1 - ANA MARÍA ROMERO SANDOVAL/OBSERVACIONES PÁG WEB PRUEBA.docx,pendiente,media,False,
9,Marietta Lezama (DCA),Página principal / Home,2 - MARIETTA LEZAMA,De mi consideración:,De mi consideración:,observación,2 - MARIETTA LEZAMA/INFORME 026-2026- UPRIT- DCA- REVISIÓN DE PÁGINA WEB INSTITUCIONAL- TI.docx,pendiente,media,False,
10,Marietta Lezama (DCA),Página principal / Home,2 - MARIETTA LEZAMA,"Tengo el agrado de dirigirme a usted, a nombre de la Dirección de Calidad y Acreditación, con la fin…","Tengo el agrado de dirigirme a usted, a nombre de la Dirección de Calidad y Acreditación, con la finalidad de hacerle llegar el informe de la revisión de la propuesta de la página web institucional, dando respuesta a la comunicación de fecha 22 de julio, enviada mediante correo electrónico por el sr. Jhon Livias. Sin otro particular, quedo de usted. Atentamente, Mg. Ing. Cecilia Marietta Lezama Sánchez DIRECTORA DE CALIDAD Y ACREDITACIÓN Universidad Privada de Trujillo INFORME DE REVISIÓN DE PROPUESTA DE PÁGINA WEB INSTITUCIONAL Para la realización del presente informe, hemos tomado como base el contenido mínimo requerido de lo que establece la Ley Universitaria y las disposiciones de SUNEDU ya que el incumplimiento de estas obligaciones de transparencia puede ser materia de supervisión y sanción por parte de la SUNEDU.",observación,2 - MARIETTA LEZAMA/INFORME 026-2026- UPRIT- DCA- REVISIÓN DE PÁGINA WEB INSTITUCIONAL- TI.docx,pendiente,media,False,
11,Marietta Lezama (DCA),Página principal / Home,2 - MARIETTA LEZAMA,"De acuerdo a esta premisa, es importante para la superintendencia la información contenida en el Por…","De acuerdo a esta premisa, es importante para la superintendencia la información contenida en el Portal de Transparencia de la universidad, el cual debe difundir:",observación,2 - MARIETTA LEZAMA/INFORME 026-2026- UPRIT- DCA- REVISIÓN DE PÁGINA WEB INSTITUCIONAL- TI.docx,pendiente,media,False,
12,Marietta Lezama (DCA),Página principal / Home,2 - MARIETTA LEZAMA,📜 1. Documentos de Gestión y Normativa Interna Estatuto de la universidad. Reglamento General y demá…,"📜 1. Documentos de Gestión y Normativa Interna Estatuto de la universidad. Reglamento General y demás reglamentos internos. Texto Único de Procedimientos Administrativos (TUPA). Plan Estratégico Institucional (PEI). Manual de Organización y Funciones (MOF) u otros documentos de gestión que definan la estructura orgánica. 🗓️ 2. Actas y Resoluciones de los Órganos de Gobierno Actas de las sesiones del Consejo Universitario. Actas de las sesiones de la Asamblea Universitaria. Actas de las sesiones de Consejo de Facultad. Resoluciones emitidas por las autoridades competentes (Rectorales, Vicerrectorales, etc.). 💰 3. Información Económica y Financiera Estados financieros (Balance General, Estado de Resultados, etc.). Ejecución presupuestal y balances actualizados. Inversiones, reinversiones y donaciones recibidas. Obras de infraestructura y recursos de diversa fuente. 🎓 4. Oferta Académica y Vida Universitaria Proyectos de investigación y los gastos que estos generan. Relación y número de becas y créditos educativos disponibles y otorgados en el año en curso. Relación de pagos exigidos a los alumnos (matrícula, pensiones, derechos de grado, etc.). Número de alumnos por facultades y programas de estudio. 👨‍🏫 5. Personal Docente y Administrativo Conformación del cuerpo docente, indicando su clase, categoría y hoja de vida. Remuneraciones, bonificaciones y demás estímulos que se pagan a las autoridades y docentes en cada categoría. 📊 6. Estadísticas y Procesos de Admisión Número de postulantes, ingresantes, egresados y graduados por año y carrera. 💡 Aspectos Adicionales a Considerar Interoperabilidad con SUNEDU: El portal debe ser interoperable con el Sistema de Información Universitaria de la SUNEDU, lo que facilita la fiscalización y el acceso a la información. Accesibilidad: La información debe ser de fácil acceso y, de ser el caso, debe contar con opciones para personas con discapacidad que puedan limitar su acceso. Protección de Datos: La publicación debe realizarse con observancia de las normas de protección de datos personales. Actualización Permanente: La información debe mantenerse actualizada para cumplir con el deber de transparencia. Lenguaje y Claridad: La información debe ser presentada de manera clara y comprensible, evitando tecnicismos innecesarios.",observación,2 - MARIETTA LEZAMA/INFORME 026-2026- UPRIT- DCA- REVISIÓN DE PÁGINA WEB INSTITUCIONAL- TI.docx,pendiente,media,False,
13,Marietta Lezama (DCA),Página principal / Home,2 - MARIETTA LEZAMA,"Habiendo revisado la propuesta de página web institucional, se ha detectado lo siguiente:","Habiendo revisado la propuesta de página web institucional, se ha detectado lo siguiente:",observación,2 - MARIETTA LEZAMA/INFORME 026-2026- UPRIT- DCA- REVISIÓN DE PÁGINA WEB INSTITUCIONAL- TI.docx,pendiente,media,False,
14,Marietta Lezama (DCA),Página principal / Home,2 - MARIETTA LEZAMA,"Necesidad de revisar la ortografía del contenido, se adjuntan imágenes en las páginas siguientes de …","Necesidad de revisar la ortografía del contenido, se adjuntan imágenes en las páginas siguientes de las principales faltas ortográficas detectadas. En el área de Pregrado se ha detectado nombre de docentes que ya no laboran o no han laborado nunca en UPRIT, ver caso Antonio Manfredi y otros. Existen nombre de docentes que están asociados a la foto de otro docente que no corresponde. La foto de Antonio Manfredi aparece como imagen asociada a varios docentes, hombres y mujeres en varios programas. Adjuntamos a continuación algunas imágenes explicativas de otros hallazgos. left25400000 El enfoque STEM que se indica en el brochure debe ser, según la denominación del mismo enfoque STEAM. https://staging.uprit.edu.pe/detalle-carrera/30 - AQUÍ SE INDICA QUE SÓLO LA CARRERA DERECHO SE DICTARÁ DE MANERA PRESENCIAL Y VIRTUAL. EN LAS DEMÁS CARRERAS NO SE INDICAN. -863601079500LA PALABRA EXAMEN NO LLEVA TILDE Y ESTO SE APRECIA EN TODAS LAS INDICACIONES DE LA FECHA DEL EXAMEN. left000PARA UNA MEJOR PRESENTACIÓN, SE SUGIERE USAR LAS LETRAS MINÚSCULAS EN TODOS LOS CASOS, SALVO LA PRIMERA LETRA CON QUE INICIA LA PALABRA. https://staging.uprit.edu.pe/detalle-carrera/2 left28194000 REVISAR QUE EL PERFIL DE EGRESO SEA EL MISMO QUE SE INDICA EN LAS SUMILLAS. https://staging.uprit.edu.pe/detalle-carrera/2 left13316800 right40277100EN MODALIDADES, NO TODAS LAS CARRERAS INDICAN CUÁL ES LA MODALIDAD. https://staging.uprit.edu.pe/detalle-carrera/11 left743800CORRECCIÓN ORTOGRÁFICA: COLOCAR TILDES A LAS PALABRAS TÍTULO, QUÉ. https://staging.uprit.edu.pe/detalle-carrera/11 left28702000 LA PALABRA QUE CUANDO VA ENTRE SIGNOS DE INTERROGACIÓN, COMO ES EL CASO DE LA ÚLTIMA PREGUNTA PRESENTADA EN ESTE PARTE DEL PORTAL, DEBE LLEVAR TILDE. https://staging.uprit.edu.pe/detalle-carrera/36 left28829000 LA PALABRA MATEMÁTICAS, DEBE LLEVAR TILDE.",observación,2 - MARIETTA LEZAMA/INFORME 026-2026- UPRIT- DCA- REVISIÓN DE PÁGINA WEB INSTITUCIONAL- TI.docx,pendiente,media,False,
15,Marietta Lezama (DCA),Página principal / Home,2 - MARIETTA LEZAMA,"CORREGIR LA PALABRA QUÉ, PUES LLEVA TILDE.","CORREGIR LA PALABRA QUÉ, PUES LLEVA TILDE.",observación,2 - MARIETTA LEZAMA/INFORME 026-2026- UPRIT- DCA- REVISIÓN DE PÁGINA WEB INSTITUCIONAL- TI.docx,pendiente,media,False,
16,Marietta Lezama (DCA),Página principal / Home,2 - MARIETTA LEZAMA,left28702000 LA PALABRA PRÁCTICA LEVA TILDE. https://staging.uprit.edu.pe/detalle-carrera/25 - REVIS…,left28702000 LA PALABRA PRÁCTICA LEVA TILDE. https://staging.uprit.edu.pe/detalle-carrera/25 - REVISAR SI LA INFORMACIÓN ES CORRECTA EN ESTA ÁREA. https://staging.uprit.edu.pe/direccion left000JERARQUIZAR CONTENIDO. https://staging.uprit.edu.pe/direccion 11793175SE DEBE SUBIR INFORMACIÓN. https://staging.uprit.edu.pe/direccion left28765500,observación,2 - MARIETTA LEZAMA/INFORME 026-2026- UPRIT- DCA- REVISIÓN DE PÁGINA WEB INSTITUCIONAL- TI.docx,pendiente,media,False,
17,Marietta Lezama (DCA),Página principal / Home,2 - MARIETTA LEZAMA,ACTUALIZAR INFORMACIÓN https://repositorio.uprit.edu.pe/handle/UPRIT/208,ACTUALIZAR INFORMACIÓN https://repositorio.uprit.edu.pe/handle/UPRIT/208,observación,2 - MARIETTA LEZAMA/INFORME 026-2026- UPRIT- DCA- REVISIÓN DE PÁGINA WEB INSTITUCIONAL- TI.docx,pendiente,media,False,
18,Marietta Lezama (DCA),Página principal / Home,2 - MARIETTA LEZAMA,left28638500 NO SE APRECIA INFORMACIÓN. https://staging.uprit.edu.pe/# left000ACTUALIZAR INFORMACIÓN…,left28638500 NO SE APRECIA INFORMACIÓN. https://staging.uprit.edu.pe/# left000ACTUALIZAR INFORMACIÓN AL 2026 https://staging.uprit.edu.pe/transparencia,observación,2 - MARIETTA LEZAMA/INFORME 026-2026- UPRIT- DCA- REVISIÓN DE PÁGINA WEB INSTITUCIONAL- TI.docx,pendiente,media,False,
19,Marietta Lezama (DCA),Página principal / Home,2 - MARIETTA LEZAMA,ACTUALIZAR INFORMACIÓN AL 2026,ACTUALIZAR INFORMACIÓN AL 2026,observación,2 - MARIETTA LEZAMA/INFORME 026-2026- UPRIT- DCA- REVISIÓN DE PÁGINA WEB INSTITUCIONAL- TI.docx,pendiente,media,False,
20,Marietta Lezama (DCA),Página principal / Home,2 - MARIETTA LEZAMA,https://staging.uprit.edu.pe/transparencia El contenido de la página web institucional debe ser actu…,https://staging.uprit.edu.pe/transparencia El contenido de la página web institucional debe ser actualizado constantemente para dar cumplimiento a las CBC que debemos mantener como institución.,observación,2 - MARIETTA LEZAMA/INFORME 026-2026- UPRIT- DCA- REVISIÓN DE PÁGINA WEB INSTITUCIONAL- TI.docx,pendiente,media,False,
21,Jovana Bracamonte (Bienestar/RSU),Bienestar / RSU,3 - JOVANA BRACAMONTE,Servicios sociales: y programa de atención a la diversidad,Servicios sociales: y programa de atención a la diversidad,observación,3 - JOVANA BRACAMONTE/PARA PÁGINA WEB.docx,pendiente,media,False,
22,Jovana Bracamonte (Bienestar/RSU),Página principal / Home,3 - JOVANA BRACAMONTE,Responsabilidad Social Universitaria: Propuesta para página principal de bienestar:1323850 PROPUESTA…,Responsabilidad Social Universitaria: Propuesta para página principal de bienestar:1323850 PROPUESTAS DE CADA SERVICIO,observación,3 - JOVANA BRACAMONTE/PARA PÁGINA WEB.docx,pendiente,media,False,
23,Jovana Bracamonte (Bienestar/RSU),Bienestar / RSU,3 - JOVANA BRACAMONTE,Servicio Psicopedagógico: Introducción del servicio Flyer del servicio Menciona datos específicos y …,"Servicio Psicopedagógico: Introducción del servicio Flyer del servicio Menciona datos específicos y canales de comunicación (correo y agregar número de Whatsapp corporativo) (Opción de la página siguiente) En reservar citas se debe de encontrar horarios disponibles y que tenga una pequeña leyenda indicando horario disponible (verde), horario reservado (rojo) y posible cambio (amarillo) Para reservar la cita aparecerá un formulario en donde tienen que completar los datos del alumno, motivo de consulta, edad, etc. y que también se pueda visualizar una opción de atenciones para orientación vocacional. En la parte derecha que vaya un calendario solo del servicio de las actividades programadas a realizarse y las que están próximas. (Opciòn en la página siguiente)que se visualice los videos realizados cada semana del servicio (dando algún tip) o ya sea una flyer informativo. Al momento que le den clic para solicitar la atención se desglose dos opciones: 1. Consejería- Nombres y Apellidos - Edad - Carrera- Ciclo académico- Facultad- Motivo de consulta- Lugar de residencia2. Orientación vocacional - Nombres y Apellidos - Edad - Carrera- Ciclo académico- Facultad- Motivo de consulta- Lugar de residencia-I.E. a la que pertenece",observación,3 - JOVANA BRACAMONTE/PARA PÁGINA WEB.docx,pendiente,media,False,
24,Jovana Bracamonte (Bienestar/RSU),Bienestar / RSU,3 - JOVANA BRACAMONTE,Servicios de Salud: Introducción de los servicios de salud: Los Servicios de Salud de la Universidad…,"Servicios de Salud: Introducción de los servicios de salud: Los Servicios de Salud de la Universidad Privada de Trujillo (UPRIT) representan un pilar fundamental en el bienestar de nuestra comunidad universitaria, integrando un equipo altamente comprometido con el cuidado de las personas. Brindamos atención oportuna, profesional y cercana, respaldada por criterios técnicos y un enfoque humano que prioriza la salud integral. Más que un servicio, somos un espacio de confianza que promueve la prevención, el autocuidado y una cultura de salud sostenible dentro de la comunidad universitaria. IMAGEN PARA FLYER de los servicios de salud: Flujograma de atención de los servicios de salud: Horario de atención de los servicios de salud: MODIFICACIONES O IMPLEMENTACIONES SEGÚN LA PÁGINA UPRIT: Propuesta de accesos directos con links de los seguros de salud: En el contexto de la sección del ícono “SERVICIOS DE BIENESTAR UNIVERSITARIO”. Pendientes: Individualizar la sección exclusiva de los “SERVICIOS DE SALUD”. Pasos: Entrar al link de la universidad UPRIT Ir a la sección “mis servicios” de la página. Acceder de forma desplegable a: “SERVICIOS DE SALUD” Dar click en “SERVICIOS DE SALUD” para que lleve a la página exclusiva de los servicios de salud Nota: en el paso 4 de dar click para acceder a los servicios de salud, que primero aparezca el flyer con la información general y en el hincapié del flyer, la información que deseen elegir solo para que solo den click (archivo adjunto). -VISUALIZACIÓN DE PÁGINA WEB:",observación,3 - JOVANA BRACAMONTE/PARA PÁGINA WEB.docx,pendiente,media,False,
25,Jovana Bracamonte (Bienestar/RSU),Bienestar / RSU,3 - JOVANA BRACAMONTE,"SERVICIOS DEPORTIVOS Y PROGRAMAS DEPORTIVOS DE ALTA COMPETENCIA: DEPORTES UPRIT ""Forma parte de nues…","SERVICIOS DEPORTIVOS Y PROGRAMAS DEPORTIVOS DE ALTA COMPETENCIA: DEPORTES UPRIT ""Forma parte de nuestros equipos deportivos"" Imagen deportiva Debajo: 🏐 Vóley 🏀 Básquet ♟️ Ajedrez Cuando den clic se abrirá una lista de: Nombre del Docente Horarios de la clase Un enlace para la inscripción ( Google form) o también un enlace directo al número de Bienestar *En ese sentido se ejecuta para todos los talleres. Enlace para inscribirse: https://forms.gle/hSaME47UegLGmzMB7",observación,3 - JOVANA BRACAMONTE/PARA PÁGINA WEB.docx,pendiente,media,False,
26,Jovana Bracamonte (Bienestar/RSU),Bienestar / RSU,3 - JOVANA BRACAMONTE,"PROGRAMA DE ACTIVIDADES ARTÍSTICAS Y CULTURALES: ""Descubre tu talento"" (Imagen grande de estudiantes…","PROGRAMA DE ACTIVIDADES ARTÍSTICAS Y CULTURALES: ""Descubre tu talento"" (Imagen grande de estudiantes bailando, tocando instrumentos y participando en actividades culturales). Abajo: 🎵 Música Cuando den clic se abrirá una lista de: Nombre del Docente Horarios de la clase Un enlace para la inscripción ( Google form) o también un enlace directo del whatsapp del número de Bienestar. *En ese sentido se ejecuta para todos los talleres. También se considera y se propone lo siguiente para darle mayor impacto y que el alumno tenga información relevante y proceda a inscribirse , sería: Información del docente : Foto , especialidad , experiencia y un video donde invite o de la bienvenida al taller. Otra propuesta sería que haya la opción de dar clic y los permita ver los videos cortitos o promocionales , flayers de cada taller. Otra propuesta sería que haya la opción de dar clic y los permita ver entrevistas ya sea al docente dando a saber la importancia del taller o los alumnos sobre su experiencia del mismo. Otra propuesta adicional ( porque quizá la gran mayoría desconoce o piensa ) que haya la opcion de preguntas y respuestas sobre : ¿Quiénes pueden participar? ¿Tiene costo? ¿Cómo me inscribo? ¿Puedo participar si estudio virtual? ¿Cuándo inician los talleres? Nombre del responsable: Christian Narro Inante Cargo: Responsable de Programas de Actividades Artísticas y Culturales. Eduardo Alberto Ariza Velásquez Responsable de Servicio Social y Programa de Atención a la Diversidad.",observación,3 - JOVANA BRACAMONTE/PARA PÁGINA WEB.docx,pendiente,media,False,
27,Jovana Bracamonte (Bienestar/RSU),Bienestar / RSU,3 - JOVANA BRACAMONTE,Responsabilidad Social Universitaria: (título) (encabezado) Compromiso con el desarrollo sostenible …,Responsabilidad Social Universitaria: (título) (encabezado) Compromiso con el desarrollo sostenible y el bienestar de nuestra comunidad. Yancarlo Plasencia CasasResponsable del área de Responsabilidad Social Universitaria19051455702,observación,3 - JOVANA BRACAMONTE/PARA PÁGINA WEB.docx,pendiente,media,False,
